"Model","Scenario","Region","Variable","Unit","2010","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"POLES ADVANCE","ADVANCE_2030_1.5C-2100","World","Emissions|CO2","Mt CO2/yr",34853.41138,37830.03113,41831.40438,42768.79575,39624.2535,18414.51913,6947.415438,2286.43375,-2187.464125,-5143.257313,-8152.294156,-9710.603813,-10935.69747,-12733.01484,-14431.39188,-15850.14066,-17930.80941,-18401.48863,-18303.07831
"POLES ADVANCE","ADVANCE_2030_1.5C-2100","World","Emissions|N2O","kt N2O/yr",8432.505645,8766.905645,9066.587097,8872.167742,8703.691129,6771.377419,5982.796371,5976.404839,5938.485887,5867.512903,5867.629435,5867.617742,5902.529435,5917.821774,5900.245565,5904.378226,5923.211694,5946.026613,5968.379435
"POLES ADVANCE","ADVANCE_2030_Price1.5C","World","Emissions|CH4","Mt CH4/yr",339.2199048,359.4504048,361.2934048,329.9222619,300.1060952,162.3526786,126.7424167,117.7755476,112.1360952,107.8937738,105.2257381,102.3573571,101.3274762,100.0639762,99.47572024,98.50902381,98.38022024,98.91184524,98.55145833
"POLES ADVANCE","ADVANCE_2030_Price1.5C","World","Emissions|CO2","Mt CO2/yr",34853.41138,37830.03113,41831.40438,42762.76825,39602.0545,19191.708,8971.583625,4706.699063,245.8409375,-3138.115875,-6020.66975,-8204.76,-9507.45875,-10977.40163,-12600.79244,-13935.70269,-15553.08838,-16272.35063,-15569.17669
"POLES ADVANCE","ADVANCE_2030_Price1.5C","World","Emissions|N2O","kt N2O/yr",8432.505645,8766.905645,9066.587097,8872.171774,8703.694355,6763.257661,5992.524597,5936.597581,5958.769758,5882.322984,5840.637097,5874.903629,5896.225403,5895.872177,5881.574597,5886.875806,5891.65,5885.641935,5886.073387
"POLES ADVANCE","ADVANCE_2030_WB2C","World","Emissions|CH4","Mt CH4/yr",339.2199048,359.4504048,361.2934048,329.9222619,300.1060952,196.1800476,156.0414762,142.1761071,131.8115238,125.8980357,120.8209286,117.2107381,114.3183333,112.0913214,110.5584167,108.781631,107.4746786,106.564,106.1620714
"POLES ADVANCE","ADVANCE_2030_WB2C","World","Emissions|CO2","Mt CO2/yr",34853.41138,37830.03113,41831.40438,42762.76825,39602.0545,30029.71625,19615.1285,13406.38675,8575.962,4290.9395,812.37275,-1496.66275,-3336.93375,-5616.55025,-7619.7595,-9279.116875,-11046.69025,-11964.91513,-13354.23463
"POLES ADVANCE","ADVANCE_2030_WB2C","World","Emissions|N2O","kt N2O/yr",8432.505645,8766.905645,9066.587097,8872.171774,8703.694355,7252.608871,6589.935887,6330.942339,6001.500403,5949.407258,5913.899597,5905.237903,5910.264516,5911.214919,5900.483468,5887.940726,5880.896774,5845.054032,5835.000806
"REMIND 1.5","EMC_Def_100$","World","Emissions|CH4","Mt CH4/yr",378.6830139,"",324.3729858,"",263.1019897,"",251.973999,"",234.0339966,"",235.552002,"",238.2120056,"",235.3390045,"",223.8350067,"",209.2740021
"REMIND 1.5","EMC_Def_100$","World","Emissions|CO2","Mt CO2/yr",37423.04297,"",35426.13672,"",22357.03906,"",6096.399902,"",-4592.647949,"",-9381.117188,"",-12080.39746,"",-13677.2334,"",-14462.82715,"",-14800.8291
"REMIND 1.5","EMC_Def_100$","World","Emissions|N2O","kt N2O/yr",11834.86621,"",12066.35547,"",12876.19727,"",14334.84863,"",15176.33594,"",15462.56348,"",15796.32813,"",15879.62012,"",15495.58496,"",15061.98633
"REMIND 1.5","EMC_Def_100$","World","Concentration|CH4","ppb",1814.833984,"",1913.960571,"",1764.468018,"",1634.020874,"",1564.684937,"",1515.658569,"",1499.18335,"",1491.768433,"",1478.27356,"",1453.46521
"REMIND 1.5","EMC_Def_100$","World","Concentration|CO2","ppm",390.6057739,"",414.276062,"",428.4000854,"",429.8045959,"",420.8283691,"",408.3450012,"",395.7367249,"",383.7357178,"",372.7801819,"",362.9257813
"REMIND 1.5","EMC_Def_100$","World","Concentration|N2O","ppb",322.8888855,"",329.9417725,"",336.4897156,"",343.9482727,"",352.4893494,"",360.8986816,"",368.9562988,"",376.5960999,"",383.3984375,"",389.072052
"REMIND 1.5","EMC_LimSW_100$","World","Emissions|CH4","Mt CH4/yr",378.6830139,"",325.7780151,"",269.4299927,"",259.8179932,"",239.9190063,"",240.7510071,"",241.9750061,"",237.9389954,"",225.6620026,"",210.279007
"REMIND 1.5","EMC_LimSW_100$","World","Emissions|CO2","Mt CO2/yr",37423.04297,"",35563.01172,"",22986.89063,"",7652.563965,"",-1362.323975,"",-5218.419922,"",-8503.119141,"",-10357.20801,"",-11745.19434,"",-12926.63281
"REMIND 1.5","EMC_LimSW_100$","World","Emissions|N2O","kt N2O/yr",11834.86621,"",12068.79883,"",12918.53613,"",14350.90527,"",15141.9541,"",15440.61523,"",15791.28516,"",15876.88281,"",15493.97266,"",15058.06543
"REMIND 1.5","EMC_LimSW_100$","World","Concentration|CH4","ppb",1814.833984,"",1913.792114,"",1771.412598,"",1652.437134,"",1583.361816,"",1532.14978,"",1512.136353,"",1500.662964,"",1483.779419,"",1456.185059
"REMIND 1.5","EMC_LimSW_100$","World","Concentration|CO2","ppm",390.6057739,"",414.3184204,"",428.7822571,"",431.0874023,"",424.1878662,"",414.7985535,"",404.8296509,"",394.7601624,"",385.193573,"",376.0143433
"REMIND 1.5","EMC_LimSW_100$","World","Concentration|N2O","ppb",322.8888855,"",329.9397583,"",336.5105896,"",344.0163574,"",352.5388794,"",360.9046936,"",368.9430237,"",376.5786438,"",383.3797302,"",389.0516663
"REMIND 1.5","EMC_NucPO_100$","World","Emissions|CH4","Mt CH4/yr",378.6830139,"",324.7619934,"",266.5830078,"",253.1600037,"",233.4980011,"",235.1759949,"",237.9799957,"",235.0359955,"",223.6419983,"",209.2109985
"REMIND 1.5","EMC_NucPO_100$","World","Emissions|CO2","Mt CO2/yr",37423.04297,"",35468.60156,"",22347.99023,"",5982.491211,"",-4667.638184,"",-9171.200195,"",-11860.57617,"",-13521.24512,"",-14393.98242,"",-14796.9541
"REMIND 1.5","EMC_NucPO_100$","World","Emissions|N2O","kt N2O/yr",11834.86621,"",12145.68262,"",12936.42676,"",14348.01563,"",15175.21777,"",15461.21582,"",15790.44727,"",15876.6123,"",15493.41406,"",15058.77832
"REMIND 1.5","EMC_NucPO_100$","World","Concentration|CH4","ppb",1814.833984,"",1913.834961,"",1769.302856,"",1640.810425,"",1566.42627,"",1515.276245,"",1498.501099,"",1491.002441,"",1477.510254,"",1452.939209
"REMIND 1.5","EMC_NucPO_100$","World","Concentration|CO2","ppm",390.6057739,"",414.3048706,"",428.5097351,"",429.7648315,"",420.6919861,"",408.2766418,"",395.8582458,"",383.9911499,"",373.0877991,"",363.2184143
"REMIND 1.5","EMC_NucPO_100$","World","Concentration|N2O","ppb",322.8888855,"",330.0299988,"",336.6664124,"",344.169281,"",352.6969604,"",361.0844421,"",369.1213379,"",376.7406006,"",383.526886,"",389.1858215
"REMIND 1.5","EMC_lowEI_100$","World","Emissions|CH4","Mt CH4/yr",378.6830139,"",321.8070068,"",260.4599915,"",250.0110016,"",232.1609955,"",234.4830017,"",237.8890076,"",234.6629944,"",223.5440063,"",209.5449982
"REMIND 1.5","EMC_lowEI_100$","World","Emissions|CO2","Mt CO2/yr",37423.04297,"",34451.27344,"",20404.9707,"",4127.875977,"",-6638.521973,"",-11060.98047,"",-13444.91895,"",-14841.10547,"",-14973.99805,"",-15005.4082
"REMIND 1.5","EMC_lowEI_100$","World","Emissions|N2O","kt N2O/yr",11834.86621,"",12144.5332,"",12882.7002,"",14286.92969,"",15154.01563,"",15481.57324,"",15804.41504,"",15888.83008,"",15502.75293,"",15066.62207
"REMIND 1.5","EMC_lowEI_100$","World","Concentration|CH4","ppb",1814.833984,"",1913.147461,"",1757.064087,"",1627.213379,"",1558.533447,"",1511.602783,"",1497.418335,"",1491.073242,"",1478.062378,"",1454.36438
"REMIND 1.5","EMC_lowEI_100$","World","Concentration|CO2","ppm",390.6057739,"",413.9261475,"",426.6662903,"",426.5011597,"",416.1561584,"",402.5221252,"",389.2438354,"",376.8240967,"",365.8197327,"",356.268219
"REMIND 1.5","EMC_lowEI_100$","World","Concentration|N2O","ppb",322.8888855,"",330.0999756,"",336.7049561,"",344.1192322,"",352.5852356,"",360.9979858,"",369.0653687,"",376.7068787,"",383.5103149,"",389.1819763
"REMIND 1.7","ADVANCE_2020_1.5C-2100","World","Emissions|CH4","Mt CH4/yr",371.6206,415.5181,434.533,346.8484,286.589,252.2766,237.1888,227.5056,215.6869,215.7937,214.747,"",210.266,"",204.4167,"",194.0988,"",177.8057
"REMIND 1.7","ADVANCE_2020_1.5C-2100","World","Emissions|CO2","Mt CO2/yr",38842.928,42927.3712,45171.8828,36199.1,25056.33,15186.2,8161.717,2464.797,-1894.876,-5689.117,-8680.534,"",-12133.05,"",-12884.94,"",-12748.99,"",-13373.91
"REMIND 1.7","ADVANCE_2020_1.5C-2100","World","Emissions|N2O","kt N2O/yr",10535.7468,11373.2088,12097.3212,10670.6,10333.68,9645.322,9290.234,9414.766,9391.994,9683.446,9850.894,"",10036.71,"",9817.377,"",9591.162,"",9323.333
"REMIND 1.7","ADVANCE_2020_1.5C-2100","World","Concentration|CH4","ppb",1523.8282,1452.7321,1448.2399,1422.701,1358.005,1297.286,1259.462,1242.704,1238.996,1240.033,1242.857,"",1244.877,"",1241.759,"",1234.193,"",1213.917
"REMIND 1.7","ADVANCE_2020_1.5C-2100","World","Concentration|CO2","ppm",391.2119,404.8871,419.4142,431.8299,439.0991,441.246,440.0596,436.4347,431.4148,425.2013,418.3378,"",404.0239,"",390.7386,"",379.4905,"",369.5915
"REMIND 1.7","ADVANCE_2020_1.5C-2100","World","Concentration|N2O","ppb",322.2158,325.032,328.2535,331.2479,333.4495,335.2304,336.5603,337.7185,338.8678,340.0342,341.3097,"",343.9363,"",346.3372,"",348.2377,"",349.6514
"REMIND 1.7","ADVANCE_2020_1.5C-2100","World","Temperature|Global Mean","°C",1.0711,1.1479,1.2516,1.4212,1.5055,1.6118,1.6065,1.6429,1.6038,1.6034,1.5584,"",1.4966,"",1.4294,"",1.3648,"",1.2918
"REMIND 1.7","ADVANCE_2030_1.5C-2100","World","Emissions|CH4","Mt CH4/yr",371.6206,415.5181,434.533,426.7044,418.5506,308.0111,255.8313,225.3647,212.1667,212.6921,211.7815,"",208.2231,"",202.7786,"",192.906,"",176.9758
"REMIND 1.7","ADVANCE_2030_1.5C-2100","World","Emissions|CO2","Mt CO2/yr",38842.928,42927.3712,45171.8828,43281.0669,40939.5626,27962.1167,13482.7302,1595.2072,-5801.7884,-10185.7893,-13345.3676,"",-16616.0559,"",-16585.2807,"",-15703.4896,"",-15504.3336
"REMIND 1.7","ADVANCE_2030_1.5C-2100","World","Emissions|N2O","kt N2O/yr",10535.7468,11373.2088,12097.3212,11998.9293,12197.239,10308.6861,9796.1007,9723.1692,9799.4865,10203.6498,10406.8574,"",10536.5761,"",10145.4106,"",9809.7894,"",9392.9778
"REMIND 1.7","ADVANCE_2030_1.5C-2100","World","Concentration|CH4","ppb",1523.8282,1452.7321,1448.2399,1447.1188,1439.8654,1402.7471,1339.8609,1293.0299,1264.0012,1252.3532,1249.5184,"",1248.0941,"",1243.9572,"",1236.7172,"",1217.6668
"REMIND 1.7","ADVANCE_2030_1.5C-2100","World","Concentration|CO2","ppm",391.2119,404.8871,419.4142,433.4589,446.1844,454.9919,457.2282,453.3226,445.8737,436.7149,427.1349,"",408.2543,"",391.6319,"",378.2008,"",367.0313
"REMIND 1.7","ADVANCE_2030_1.5C-2100","World","Concentration|N2O","ppb",322.2158,325.032,328.2535,331.5992,334.8111,337.4597,339.0969,340.4291,341.6909,343.0335,344.5323,"",347.572,"",350.208,"",352.1351,"",353.4059
"REMIND 1.7","ADVANCE_2030_1.5C-2100","World","Temperature|Global Mean","°C",1.0711,1.1479,1.2489,1.3864,1.4746,1.6426,1.6838,1.7444,1.7066,1.6964,1.6391,"",1.5524,"",1.4623,"",1.3796,"",1.2941
"REMIND 1.7","ADVANCE_2030_Price1.5C","World","Emissions|CH4","Mt CH4/yr",371.6206,415.5181,434.533,426.7044,418.5506,314.9692,261.9516,230.0558,215.8953,215.8565,214.4241,"",210.0245,"",204.3472,"",194.0656,"",177.7911
"REMIND 1.7","ADVANCE_2030_Price1.5C","World","Emissions|CO2","Mt CO2/yr",38842.928,42927.3712,45171.8828,43281.07,40939.56,29423.21,17683.65,7573.052,741.2209,-4048.961,-7811.121,"",-11916.31,"",-12946.82,"",-12845.55,"",-13411.42
"REMIND 1.7","ADVANCE_2030_Price1.5C","World","Emissions|N2O","kt N2O/yr",10535.7468,11373.2088,12097.3212,11998.93,12197.24,10272.21,9636.344,9347.527,9240.778,9652.309,9871.086,"",10055.35,"",9823.515,"",9601.747,"",9324.446
"REMIND 1.7","CEMICS-1.5-CDR12","World","Emissions|CH4","Mt CH4/yr",377.0226,424.9628,404.2283,322.9083,263.1263,240.1074,229.5968,222.3753,213.0524,214.9325,214.3146,"",209.3339,"",201.8101,"",190.9194,"",175.3833
"REMIND 1.7","CEMICS-1.5-CDR12","World","Emissions|CO2","Mt CO2/yr",40127.0952,45416.1794,45912.1453,34806.82,21833.63,9872.668,2026.83,-2386.042,-4138.433,-5355.946,-6649.137,"",-9079.037,"",-10585.01,"",-11120.81,"",-11338.93
"REMIND 1.7","CEMICS-1.5-CDR12","World","Emissions|N2O","kt N2O/yr",10566.5199,11437.6755,12096.5135,11857,11612.66,11134.06,11036.97,11114.89,11006.36,11129.23,11215.7,"",11496.39,"",11454.22,"",11339.86,"",10687.51
"REMIND 1.7","CEMICS-1.5-CDR12","World","Concentration|CH4","ppb",1785.5234,1867.5846,1942.3221,1921.057,1810.705,1682.223,1586.936,1525.311,1482.864,1456.298,1444.478,"",1431.691,"",1419.014,"",1399.441,"",1368.488
"REMIND 1.7","CEMICS-1.5-CDR12","World","Concentration|CO2","ppm",391.2346,405.5355,420.7568,433.0099,439.2751,439.6553,436.159,430.5657,424.7398,419.0786,413.7234,"",403.0524,"",392.6854,"",383.1444,"",374.5927
"REMIND 1.7","CEMICS-1.5-CDR12","World","Concentration|N2O","ppb",322.224,325.0692,328.3149,331.6202,334.6196,337.2598,339.5634,341.744,343.8294,345.8108,347.7754,"",351.6802,"",355.4197,"",358.7344,"",361.2909
"REMIND 1.7","CEMICS-1.5-CDR12","World","Temperature|Global Mean","°C",0.9523,1.0684,1.2194,1.415,1.5174,1.6306,1.6256,1.6556,1.6121,1.6106,1.568,"",1.5223,"",1.4745,"",1.4231,"",1.364
"REMIND 1.7","CEMICS-1.5-CDR20","World","Emissions|CH4","Mt CH4/yr",377.0226,424.9628,404.2283,336.5464,290.0343,254.8483,239.1336,229.6189,219.5276,222.3637,223.4063,"",219.1695,"",209.8073,"",195.3201,"",176.3767
"REMIND 1.7","CEMICS-1.5-CDR20","World","Emissions|CO2","Mt CO2/yr",40127.0952,45416.1794,45912.1453,37382.51,26709.88,18082.96,11858.97,6267.964,1169.867,-3775.278,-7935.232,"",-13286.6,"",-15240,"",-17402.06,"",-18831.12
"REMIND 1.7","CEMICS-1.5-CDR20","World","Emissions|N2O","kt N2O/yr",10566.5199,11437.6755,12096.5135,11887.6,11700.35,11082.57,10844.5,11038.52,11175.83,11472.66,11602.66,"",11660.95,"",11236.62,"",11043.44,"",10767.03
"REMIND 1.7","CEMICS-1.5-CDR20","World","Concentration|CH4","ppb",1785.5234,1867.5846,1942.3221,1928.212,1838.862,1725.162,1621.378,1549.928,1500.706,1470.71,1458.493,"",1449.006,"",1438.248,"",1415.825,"",1378.151
"REMIND 1.7","CEMICS-1.5-CDR20","World","Concentration|CO2","ppm",391.2346,405.5355,420.7568,433.5981,441.6889,445.1605,445.8366,444.2028,440.8628,435.7126,429.2371,"",414.158,"",398.8789,"",384.4155,"",370.3966
"REMIND 1.7","CEMICS-1.5-CDR20","World","Concentration|N2O","ppb",322.224,325.0692,328.3149,331.6283,334.6629,337.3229,339.5524,341.6359,343.7395,345.8835,348.0857,"",352.3381,"",356.0095,"",358.9417,"",361.3147
"REMIND 1.7","CEMICS-1.5-CDR20","World","Temperature|Global Mean","°C",0.9523,1.0684,1.2194,1.4171,1.5312,1.6617,1.6748,1.7255,1.6998,1.7089,1.6701,"",1.6156,"",1.5489,"",1.47,"",1.3693
"REMIND 1.7","CEMICS-1.5-CDR8","World","Emissions|CH4","Mt CH4/yr",377.0226,424.9628,404.2283,309.1113,252.5066,230.0036,222.0668,215.8972,206.7149,208.6552,208.6731,"",205.4561,"",199.9974,"",190.5768,"",175.3384
"REMIND 1.7","CEMICS-1.5-CDR8","World","Emissions|CO2","Mt CO2/yr",40127.0952,45416.1794,45912.1453,31680.37,16490.85,2461.416,-2537.753,-4129.65,-5162.446,-5929.964,-6392.187,"",-6837.227,"",-7085.294,"",-7258.337,"",-7458.134
"REMIND 1.7","CEMICS-1.5-CDR8","World","Emissions|N2O","kt N2O/yr",10566.5199,11437.6755,12096.5135,11923.93,11872.31,11625.11,11562.85,11634.24,11614.63,11762.33,11772.1,"",11725.17,"",11309.31,"",11043.7,"",10337.37
"REMIND 1.7","CEMICS-1.5-CDR8","World","Concentration|CH4","ppb",1785.5234,1867.5846,1942.3221,1913.986,1793.127,1663.635,1571.861,1513.079,1471.381,1444.017,1431.72,"",1420.901,"",1411.725,"",1396.101,"",1367.538
"REMIND 1.7","CEMICS-1.5-CDR8","World","Concentration|CO2","ppm",391.2346,405.5355,420.7568,432.2956,436.4709,433.8814,427.7864,421.3558,415.664,410.3003,405.435,"",396.8184,"",389.5249,"",383.2291,"",377.6008
"REMIND 1.7","CEMICS-1.5-CDR8","World","Concentration|N2O","ppb",322.224,325.0692,328.3149,331.6379,334.7322,337.6016,340.227,342.7281,345.1408,347.477,349.7707,"",354.0358,"",357.648,"",360.489,"",362.4726
"REMIND 1.7","CEMICS-1.5-CDR8","World","Temperature|Global Mean","°C",0.9523,1.0684,1.2193,1.4116,1.5064,1.6073,1.5871,1.6073,1.5588,1.553,1.5099,"",1.4693,"",1.438,"",1.4093,"",1.3726
"REMIND-MAgPIE 1.5","SSP1-19","World","Emissions|CH4","Mt CH4/yr",367.0243,"",369.7149,"",257.4702,"",224.8264,"",193.1842,"",165.4703,"",142.8746,"",122.3833,"",101.7566,"",82.0964
"REMIND-MAgPIE 1.5","SSP1-19","World","Emissions|CO2","Mt CO2/yr",36250,"",35200,"",26310,"",16410,"",3761,"",-6315,"",-9558,"",-11390,"",-12770,"",-13370
"REMIND-MAgPIE 1.5","SSP1-19","World","Emissions|N2O","kt N2O/yr",10223.6321,"",10392.6931,"",9083.2924,"",8710.2313,"",8754.2276,"",8088.7549,"",7534.6541,"",7203.003,"",6675.3815,"",6079.4663
"REMIND-MAgPIE 1.5","SSP2-19","World","Emissions|CH4","Mt CH4/yr",369.8377,"",375.1534,"",259.8835,"",217.5004,"",197.279,"",188.0729,"",184.1812,"",176.5057,"",161.2719,"",144.4311
"REMIND-MAgPIE 1.5","SSP2-19","World","Emissions|CO2","Mt CO2/yr",37010,"",42310,"",31110,"",8623,"",-7250,"",-10480,"",-12620,"",-13640,"",-13240,"",-14180
"REMIND-MAgPIE 1.5","SSP2-19","World","Emissions|N2O","kt N2O/yr",10325.4955,"",10922.0849,"",9937.4847,"",10574.261,"",11029.0804,"",10542.9004,"",10600.6764,"",10529.0128,"",10320.3873,"",10143.3195
"REMIND-MAgPIE 1.5","SSP5-19","World","Emissions|CH4","Mt CH4/yr",370.6797,"",389.7747,"",287.3396,"",238.0582,"",206.5069,"",188.7058,"",178.799,"",166.2931,"",151.7693,"",132.955
"REMIND-MAgPIE 1.5","SSP5-19","World","Emissions|CO2","Mt CO2/yr",36370,"",39700,"",37770,"",22140,"",1254,"",-12840,"",-16250,"",-17930,"",-19550,"",-21310
"REMIND-MAgPIE 1.5","SSP5-19","World","Emissions|N2O","kt N2O/yr",10277.9033,"",10769.4105,"",9806.4121,"",10855.107,"",12740.6343,"",12543.6522,"",12002.2787,"",12187.8856,"",11728.6008,"",11234.9674
"REMIND-MAgPIE 1.7-3.0","CD-LINKS_NPi2020_400","World","Emissions|CH4","Mt CH4/yr",367.6158,409.4205,403.7287,315.5636,272.878,239.1723,233.8939,214.6394,210.013,200.0418,198.4594,"",192.0669,"",184.6624,"",171.5922,"",153.9012
"REMIND-MAgPIE 1.7-3.0","CD-LINKS_NPi2020_400","World","Emissions|CO2","Mt CO2/yr",36445.8913,40425.1103,41856.0778,33555.1703,24570.5493,16512.5609,10060.4881,4619.2232,94.5885,-4090.2976,-7360.4691,"",-11298.7437,"",-13138.914,"",-14203.1937,"",-15378.92
"REMIND-MAgPIE 1.7-3.0","CD-LINKS_NPi2020_400","World","Emissions|N2O","kt N2O/yr",10510.7836,11396.2589,11781.2637,10215.1752,9706.2756,8855.0655,9103.3481,8978.1624,9438.0337,9512.7791,9558.5163,"",9624.9139,"",9430.0407,"",9059.5565,"",8730.5738
"REMIND-MAgPIE 1.7-3.0","EMF33_1.5C_cost100","World","Emissions|CH4","Mt CH4/yr",364.0764,406.4754,413.156,329.6384,273.0508,239.0633,234.5126,215.7635,211.9556,203.0597,203.1406,"",198.7163,"",193.4985,"",182.2744,"",166.4281
"REMIND-MAgPIE 1.7-3.0","EMF33_1.5C_cost100","World","Emissions|CO2","Mt CO2/yr",35830.9362,40322.3094,44324.3213,37835.0119,29471.7432,22245.8606,17516.5556,12502.5378,6350.5594,-474.3377,-5807.1839,"",-10894.7062,"",-13813.8947,"",-15174.4973,"",-16081.9449
"REMIND-MAgPIE 1.7-3.0","EMF33_1.5C_cost100","World","Emissions|N2O","kt N2O/yr",10446.2021,11476.4252,11853.8628,10785.9943,10635.2181,9543.3973,9915.5369,10000.619,10701.5727,11249.3213,11397.8413,"",11447.4692,"",11440.8006,"",11196.5502,"",10621.0016
"REMIND-MAgPIE 1.7-3.0","EMF33_1.5C_full","World","Emissions|CH4","Mt CH4/yr",364.0764,406.6927,413.4807,331.4929,281.879,243.6443,237.4951,218.893,214.1584,205.2786,204.9053,"",199.5844,"",193.9767,"",182.5298,"",166.4804
"REMIND-MAgPIE 1.7-3.0","EMF33_1.5C_full","World","Emissions|CO2","Mt CO2/yr",35851.3548,40379.0031,44405.855,38385.9735,30403.9504,22966.5347,17147.8413,10849.3269,4550.1743,-1330.2197,-5590.1219,"",-10245.5535,"",-13380.2102,"",-15037.9157,"",-15912.9872
"REMIND-MAgPIE 1.7-3.0","EMF33_1.5C_full","World","Emissions|N2O","kt N2O/yr",10446.2021,11482.1861,11853.9488,10893.6299,10754.6633,9796.4177,10430.2117,10589.3391,11148.1107,11161.6104,11202.3987,"",11401.0699,"",11500.8681,"",11298.8963,"",10745.9226
"REMIND-MAgPIE 1.7-3.0","EMF33_1.5C_nofuel","World","Emissions|CH4","Mt CH4/yr",364.0764,406.6114,413.4143,325.0187,270.656,236.4904,231.8516,213.1481,209.8827,201.6351,202.4033,"",199.7081,"",194.5877,"",182.6789,"",166.9875
"REMIND-MAgPIE 1.7-3.0","EMF33_1.5C_nofuel","World","Emissions|CO2","Mt CO2/yr",35843.5008,40366.2099,44275.8219,37481.317,28803.7581,20116.5295,12733.3845,6392.1734,984.451,-3527.505,-6407.0281,"",-8868.8073,"",-10881.7843,"",-12566.8367,"",-13827.2495
"REMIND-MAgPIE 1.7-3.0","EMF33_1.5C_nofuel","World","Emissions|N2O","kt N2O/yr",10446.2021,11481.5815,11843.3901,10689.5308,10733.9899,10146.0436,11062.9777,11386.0845,11760.7998,11641.9421,11553.3219,"",11808.4893,"",11850.699,"",11549.3509,"",10912.9959
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_NDC","World","Emissions|CH4","Mt CH4/yr",371.1183,411.839,412.4978,408.5903,412.9775,293.9987,250.5805,216.4436,209.4299,199.1913,197.4095,"",190.6845,"",182.474,"",169.774,"",152.5846
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_NDC","World","Emissions|CO2","Mt CO2/yr",37410.5079,42089.3323,44855.7889,44494.3323,42923.0542,32440.474,18809.5941,5661.2003,-4040.1044,-10787.6364,-14933.5797,"",-18340.6009,"",-18851.7539,"",-18527.6003,"",-18642.7363
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_NDC","World","Emissions|N2O","kt N2O/yr",10533.1777,11420.8114,12101.9814,12162.8863,12375.48,9752.4648,9242.7768,8954.018,9557.4825,9752.0756,9934.8423,"",9797.4858,"",9557.9421,"",9160.1155,"",8709.4121
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_NDC","World","Concentration|CH4","ppb",1780.5222,1850.3321,1925.5036,1967.03,1992.428,1938.283,1786.349,1639.985,1532.847,1467.321,1425.283,"",1384.85,"",1362.584,"",1339.096,"",1304.799
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_NDC","World","Concentration|CO2","ppm",391.0176,404.4601,419.1079,433.688,447.6225,458.511,463.5334,462.1708,456.1431,447.0476,436.6127,"",415.666,"",396.9749,"",381.2417,"",367.6883
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_NDC","World","Concentration|N2O","ppb",322.2091,325.0346,328.2699,331.6493,334.9823,337.5541,338.8234,339.7459,340.667,341.8417,343.093,"",345.4886,"",347.4394,"",348.8264,"",349.5443
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_NDC","World","Temperature|Global Mean","°C",0.9607,1.0764,1.2171,1.3944,1.5168,1.7003,1.7645,1.8418,1.8108,1.8004,1.7332,"",1.6273,"",1.521,"",1.4213,"",1.3162
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_eff","World","Emissions|CH4","Mt CH4/yr",371.1183,413.3163,412.6512,324.1038,282.252,243.2879,238.0231,218.7594,213.9997,203.8645,201.6564,"",193.3718,"",184.9976,"",171.7479,"",153.9902
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_eff","World","Emissions|CO2","Mt CO2/yr",37217.68,41664.2625,42685.568,34758.2135,26082.211,17525.4721,10660.0372,4455.4471,-541.2075,-4780.5668,-7910.738,"",-11969.9749,"",-13816.0279,"",-14655.5736,"",-15694.3266
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_eff","World","Emissions|N2O","kt N2O/yr",10533.1777,11427.5355,12113.2779,10730.4821,10035.9185,8921.4706,8918.7219,8783.7612,9148.9753,9212.7004,9259.8552,"",9401.3862,"",9253.7983,"",8903.1438,"",8557.6045
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_eff","World","Concentration|CH4","ppb",1780.5222,1850.3321,1921.831,1910.269,1815.498,1699.266,1599.681,1532.355,1480.933,1445.736,1419.258,"",1389.899,"",1368.281,"",1342.938,"",1306.975
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_eff","World","Concentration|CO2","ppm",391.0176,404.4601,418.5721,430.2732,437.7863,441.2809,441.7467,439.5401,435.5014,429.8932,423.4245,"",409.3942,"",395.5032,"",382.7768,"",371.0149
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_eff","World","Concentration|N2O","ppb",322.2091,325.0346,328.2295,331.1656,333.3144,334.7883,335.7459,336.6211,337.5017,338.5059,339.5055,"",341.5035,"",343.3446,"",344.708,"",345.5101
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_eff","World","Temperature|Global Mean","°C",0.9607,1.0767,1.2216,1.4118,1.5162,1.6386,1.6459,1.6911,1.658,1.6593,1.612,"",1.5482,"",1.4748,"",1.3998,"",1.3132
